,Age,score_wifi,score_booking,score_location,score_restaurant,score_spa,score_sports,score_checkin,score_local_sites,score_housekeeping,score_overall
578,10,3,3,4,1,1,1,3,2,1,0
579,7,4,4,4,5,5,5,3,4,5,1
580,43,5,5,5,5,1,5,3,5,5,5
581,42,5,4,4,1,3,5,1,5,2,3
582,16,5,5,5,4,4,3,4,3,4,3
583,51,1,1,1,3,4,4,5,4,3,3
584,35,1,1,5,1,2,1,1,1,2,1
585,47,3,3,2,5,5,5,1,5,5,2
586,35,2,2,2,5,5,5,4,4,5,2
587,13,4,5,5,4,4,3,4,2,4,1
588,24,0,0,4,3,3,3,3,4,3,4
589,34,1,1,1,3,1,5,5,5,4,4
590,51,2,2,2,4,5,5,4,5,5,5
591,39,1,1,4,2,2,2,3,3,2,2
592,35,2,1,3,2,2,2,4,4,2,2
593,48,2,4,2,4,4,5,4,5,3,3
594,44,5,1,1,5,5,5,5,5,5,5
595,66,4,4,3,4,5,3,5,3,2,2
596,26,3,3,4,3,3,3,5,3,3,1
597,65,3,4,4,1,5,3,4,3,5,2
598,20,2,1,4,2,4,3,4,2,4,1
599,30,3,3,1,3,3,3,3,5,3,2
600,40,4,5,5,4,4,4,4,4,4,3
601,45,3,3,5,2,2,2,3,4,2,1
602,58,3,4,4,2,2,2,4,4,2,1
603,37,2,2,3,2,4,3,4,2,4,2
604,37,4,4,3,4,4,4,4,4,4,2
605,25,0,0,4,5,5,5,3,4,5,5
606,26,2,2,4,3,3,3,2,3,3,1
607,27,2,2,2,4,4,4,5,5,4,4
608,52,4,4,4,3,3,3,5,4,3,4
609,26,5,5,5,5,5,5,3,5,5,5
610,58,4,4,4,5,5,3,5,3,5,5
611,50,3,1,1,4,3,3,3,3,1,0
612,11,4,4,4,4,4,4,4,4,4,1
613,25,0,0,4,5,5,5,5,5,5,5
614,22,3,3,2,3,3,3,1,5,3,1
615,43,0,0,1,0,5,3,5,5,5,5
616,41,3,2,3,4,5,5,4,5,4,4
617,40,3,3,4,2,2,2,3,4,2,2
618,20,1,5,2,1,1,1,4,4,1,0
619,43,3,3,3,5,5,4,5,5,5,5
620,50,4,5,5,5,1,4,4,4,1,3
621,24,3,3,4,1,1,1,2,4,1,0
622,32,3,3,3,2,2,2,3,4,2,2
623,47,3,5,3,5,4,4,5,4,3,3
624,28,4,4,4,1,1,1,1,4,1,0
625,23,1,1,1,4,4,4,3,5,4,4
626,38,3,3,3,5,1,4,2,4,1,4
627,53,1,1,1,4,5,4,3,4,3,3
628,52,1,1,1,2,5,4,5,4,3,3
629,20,5,5,3,4,2,4,3,5,4,3
630,43,1,1,1,5,5,5,5,5,5,5
631,40,0,0,3,3,5,1,4,1,4,4
632,43,4,4,4,5,5,4,3,4,4,3
633,34,3,4,2,4,4,4,5,4,4,2
634,37,1,3,3,5,3,4,3,4,3,2
635,61,4,4,4,4,4,4,3,4,2,1
636,29,0,0,2,1,1,1,5,1,1,3
637,41,4,4,3,3,3,3,5,1,3,3
638,28,4,4,4,5,5,5,4,4,5,1
639,58,2,3,3,1,3,2,2,2,2,1
640,50,1,1,1,1,1,1,2,4,1,0
641,46,4,4,4,3,4,4,3,4,3,4
642,28,3,3,3,5,5,5,4,5,5,5
643,61,5,5,2,1,1,1,3,5,1,4
644,27,3,1,1,3,3,3,3,3,3,1
645,43,4,4,3,2,3,3,4,3,2,2
646,34,2,2,4,2,2,4,2,5,2,2
647,56,2,2,4,2,5,3,5,4,5,2
648,69,3,3,4,2,2,2,5,4,2,1
649,62,2,2,4,1,5,1,3,5,1,0
650,30,5,5,5,5,5,5,4,1,5,5
651,25,5,5,3,2,2,2,4,4,2,4
652,53,3,3,3,2,5,3,4,3,3,3
653,46,2,2,2,2,4,4,4,4,3,4
654,48,2,2,1,5,5,5,4,4,5,1
655,46,4,4,4,4,4,4,5,4,5,5
656,40,4,4,4,2,2,2,5,4,2,4
657,39,2,2,4,4,4,4,1,3,4,1
658,22,4,4,3,3,3,3,4,1,3,4
659,35,5,1,1,5,5,5,4,3,5,5
660,29,2,2,2,4,4,4,3,5,4,1
661,33,1,4,4,1,1,1,3,4,1,0
662,26,2,2,4,4,2,4,4,1,4,1
663,27,2,2,2,4,4,4,1,2,4,1
664,24,5,5,3,2,2,2,4,4,2,4
665,16,5,5,3,5,4,5,4,4,4,3
666,47,4,4,4,5,4,4,3,4,3,4
667,45,1,1,3,3,2,2,1,2,4,2
668,39,3,2,3,2,4,2,3,2,4,3
669,35,2,5,3,5,3,2,4,2,3,2
670,23,4,2,2,4,1,4,1,2,4,2
671,35,2,1,4,2,4,2,1,2,3,1
672,50,2,2,2,3,4,4,5,4,5,5
673,40,2,5,5,2,2,2,4,4,2,2
674,45,4,4,4,4,2,4,2,4,2,2
675,60,4,4,4,5,5,5,4,5,5,5
676,11,3,4,3,5,3,5,3,5,5,1
677,38,4,3,2,4,4,4,5,4,4,4
678,26,3,3,1,4,1,4,4,5,4,1
679,17,3,3,5,5,5,5,1,4,5,2
680,40,3,3,3,5,4,5,3,5,3,4
681,60,5,1,1,5,2,5,1,5,4,3
682,43,1,1,1,3,5,5,5,5,3,4
683,50,4,4,4,5,5,5,4,5,4,4
684,46,2,3,3,2,2,2,1,3,2,2
685,29,1,5,5,1,1,1,1,3,1,0
686,23,4,4,1,2,2,2,4,5,2,4
687,17,2,3,4,5,5,5,2,3,5,2
688,65,5,5,3,1,1,1,5,4,1,4
689,47,4,3,3,1,4,1,2,3,1,0
690,34,4,1,1,4,4,4,2,3,4,3
691,64,3,2,3,4,4,4,4,5,4,1
692,42,2,2,2,5,4,5,5,5,5,5
693,53,3,3,2,2,2,2,3,5,2,1
694,38,4,3,3,4,4,4,2,1,4,2
695,8,4,4,3,5,5,5,3,5,5,2
696,31,1,5,1,5,5,5,1,3,5,5
697,41,1,4,4,1,1,1,2,4,1,0
698,32,1,1,1,2,5,2,3,4,2,1
699,56,4,4,4,3,5,4,3,4,4,4
700,19,3,3,4,3,3,3,4,4,3,2
701,25,2,1,3,4,3,4,4,4,4,1
702,39,1,1,1,4,4,4,4,5,4,1
703,9,2,2,3,2,2,3,2,3,2,2
704,39,2,4,1,2,2,2,4,3,2,2
705,21,3,3,3,4,4,4,4,4,4,3
706,20,3,3,3,3,3,3,4,4,3,1
707,55,1,1,1,5,4,5,4,5,4,3
708,69,5,5,3,4,4,4,3,4,4,3
709,25,2,2,2,5,5,5,1,3,5,5
710,69,1,3,3,1,2,3,4,3,1,0
711,67,3,3,4,2,5,2,3,2,5,1
712,33,1,3,3,1,1,1,1,4,1,0
713,39,0,0,1,2,5,3,1,3,4,3
714,17,2,2,4,2,2,2,4,4,2,1
715,39,2,2,2,5,5,4,5,4,5,5
716,25,3,3,3,1,1,1,1,3,1,0
717,32,0,0,1,5,5,5,4,5,5,5
718,23,4,4,4,5,5,5,4,5,5,1
719,46,1,5,5,2,3,2,3,2,1,0
720,50,4,4,4,2,4,4,4,4,4,4
721,43,2,1,1,4,1,2,3,2,1,0
722,35,4,2,2,4,4,4,4,5,4,3
723,62,4,4,3,2,3,2,4,3,2,1
724,47,1,1,1,4,4,4,2,2,4,1
725,13,2,1,3,1,1,1,3,4,1,0
726,68,1,1,1,3,5,2,3,2,3,1
727,29,2,2,4,3,3,3,2,3,3,2
728,57,3,3,3,3,4,5,3,5,2,3
729,32,3,3,1,4,5,4,4,4,4,2
730,55,3,1,1,3,3,3,2,3,3,1
731,31,1,5,1,5,5,5,5,4,5,5
732,7,3,3,2,3,3,3,3,5,3,1
733,59,1,1,4,5,3,5,1,5,2,2
734,62,2,2,1,2,2,2,4,5,2,1
735,33,3,3,5,4,3,4,4,5,4,2
736,30,3,3,3,2,2,2,2,3,2,3
737,30,3,4,4,3,3,3,4,3,3,1
738,41,3,3,3,3,3,3,4,2,3,3
739,60,1,3,3,1,3,1,4,1,3,2
740,60,3,0,4,1,4,1,1,1,3,2
741,15,0,0,3,5,5,5,4,4,5,5
742,36,1,1,2,2,2,2,2,4,2,1
743,50,5,5,5,4,4,5,3,5,3,4
744,22,3,3,2,1,1,1,3,2,1,0
745,39,1,1,3,1,1,1,4,5,1,0
746,24,3,3,3,1,1,1,2,3,1,0
747,51,5,5,5,2,5,4,3,4,5,5
748,49,1,1,1,2,4,5,3,5,5,5
749,56,3,3,3,3,5,5,4,5,4,3
750,57,2,3,3,2,2,2,2,2,2,1
751,57,3,1,1,3,3,3,2,4,3,3
752,50,4,4,4,5,4,5,4,3,4,4
753,53,4,3,3,1,4,4,1,4,2,1
754,53,2,0,3,3,5,5,4,5,3,1
755,41,5,5,5,2,5,4,3,4,3,3
756,42,4,2,2,4,4,4,2,5,4,3
757,62,4,4,3,4,4,4,3,5,4,1
758,50,2,5,5,5,3,2,2,2,4,2
759,54,3,3,3,3,5,5,5,5,4,4
760,49,4,2,2,5,5,5,1,2,5,5
761,60,3,3,3,5,4,4,3,4,5,2
762,59,3,5,5,2,3,3,4,3,1,0
763,24,0,0,2,3,3,3,4,4,3,4
764,60,1,1,3,5,5,5,5,5,5,1
765,23,3,4,3,4,4,4,3,3,4,1
766,37,3,0,2,4,4,4,3,5,4,2
767,49,2,2,2,2,4,4,3,4,4,3
768,62,3,2,3,1,1,1,3,2,1,0
769,56,2,3,3,2,2,2,2,2,1,0
770,25,3,3,3,4,4,4,4,4,4,1
771,49,2,3,3,2,5,2,3,2,2,4
772,32,2,2,2,3,3,3,4,5,3,1
773,25,4,4,4,4,3,4,2,1,4,4
774,55,3,4,4,3,3,3,4,2,3,2
775,50,4,4,4,3,5,5,3,5,4,3
776,39,3,3,3,3,5,5,5,5,3,3
777,42,4,4,4,4,5,5,3,5,5,5
778,52,1,3,3,1,3,3,2,3,3,1
779,57,2,3,3,2,2,1,2,2,2,2
780,34,2,2,4,2,4,1,4,4,4,1
781,22,5,5,3,5,5,5,4,4,5,5
782,42,2,5,2,3,5,5,3,5,4,4
783,61,1,1,3,1,3,5,3,5,1,0
784,40,2,2,2,4,2,2,3,2,3,3
785,55,2,3,1,3,4,2,4,2,2,1
786,66,3,4,4,2,2,2,2,3,2,2
787,26,1,1,1,4,4,4,4,4,4,2
788,43,2,1,1,5,5,5,4,5,5,1
789,24,2,2,4,2,5,2,3,5,2,2
790,60,4,4,4,3,4,5,3,5,4,4
791,17,2,2,4,2,2,2,4,4,2,2
792,22,2,2,4,2,2,4,2,3,2,2
793,27,3,3,4,4,4,4,3,4,4,2
794,43,3,4,4,1,3,3,4,3,4,2
795,46,5,4,4,5,5,5,4,2,5,5
796,40,5,1,1,5,5,5,3,5,5,5
797,68,2,2,2,1,1,1,1,1,1,0
798,42,2,1,1,1,4,2,4,2,4,2
799,44,1,1,1,4,5,5,5,5,5,5
800,44,1,1,5,1,1,1,5,3,1,0
801,29,5,5,5,4,4,4,3,4,4,4
802,50,2,2,2,5,4,5,4,5,3,3
803,37,2,2,1,5,5,5,1,5,5,2
804,33,2,1,4,3,2,3,5,4,3,2
805,58,4,5,5,4,1,4,1,4,4,3
806,26,3,3,4,2,2,2,1,1,2,2
807,49,3,3,3,2,5,4,3,4,3,4
808,22,5,1,1,5,5,5,2,1,5,5
809,50,0,0,1,5,4,3,4,3,5,5
810,22,0,0,2,2,2,2,3,4,2,4
811,41,5,2,2,5,5,5,3,2,5,5
812,11,2,2,3,2,1,2,3,4,2,1
813,59,5,1,1,1,1,5,1,5,4,3
814,41,3,3,3,2,5,4,5,4,4,3
815,56,3,5,5,4,4,4,5,4,5,1
816,31,4,4,4,5,5,5,3,5,5,5
817,27,3,4,3,5,5,5,4,5,5,5
818,56,4,4,4,4,4,4,3,5,4,2
819,38,1,0,3,5,3,2,4,2,3,1
820,56,3,3,1,2,2,2,3,3,2,1
821,56,3,4,4,4,3,3,4,3,2,1
822,25,4,4,4,3,3,3,4,3,3,2
823,47,2,2,2,5,4,4,4,4,4,3
824,72,2,4,4,2,2,2,1,3,2,1
825,43,4,4,4,3,4,3,5,3,5,5
826,27,2,2,5,1,1,1,4,5,1,0
827,39,0,0,1,1,3,4,3,4,4,3
828,11,2,2,1,3,3,3,5,1,3,2
829,21,3,3,4,4,4,4,5,4,4,1
830,43,5,1,1,5,5,5,4,3,5,5
831,47,1,1,1,4,4,5,2,5,1,4
832,40,1,1,3,3,3,3,4,2,3,2
833,52,3,3,3,4,3,4,4,4,1,4
834,38,1,1,3,5,5,5,3,4,5,2
835,66,0,0,4,2,5,4,3,4,4,4
836,44,3,3,3,3,4,5,5,5,5,5
837,42,2,2,1,1,5,1,2,1,3,2
838,39,1,1,3,3,3,3,3,5,3,1
839,55,3,3,3,5,5,3,4,3,5,5
840,8,2,2,4,5,5,5,4,5,5,2
841,50,0,0,4,2,5,4,3,4,3,4
842,58,1,1,1,2,1,5,4,5,5,5
843,41,4,4,4,4,5,5,5,5,5,5
844,18,2,2,3,3,3,3,1,3,3,2
845,30,3,3,5,5,5,5,5,2,5,2
846,19,2,2,2,1,1,1,3,4,1,0
847,25,2,2,5,4,4,4,5,5,4,1
848,58,3,2,2,1,1,1,4,2,1,0
849,23,1,1,1,3,3,3,4,5,3,3
850,49,3,3,3,5,2,4,3,4,4,2
851,18,3,3,3,2,2,2,3,5,2,2
852,26,3,2,3,2,2,2,5,5,2,1
853,50,4,4,4,2,4,4,4,4,1,3
854,32,4,4,4,5,5,5,3,4,5,5
855,70,5,5,5,1,4,5,4,5,5,5
856,14,3,3,2,1,1,1,5,4,1,0
857,56,1,1,1,4,4,5,4,5,5,5
858,70,3,5,5,5,3,5,4,5,3,2
859,22,3,0,2,2,2,2,4,2,2,1
860,37,5,5,5,5,5,5,1,3,5,5
861,24,3,3,3,3,3,3,2,2,3,3
862,33,1,1,4,1,3,4,3,5,3,1
863,37,2,2,3,3,4,3,4,5,3,1
864,70,1,1,3,4,4,4,5,4,4,1
865,36,1,1,4,1,1,1,1,3,1,0
866,32,1,1,4,4,4,4,2,4,4,1
867,8,3,4,2,3,4,3,4,3,3,1
868,26,4,2,5,4,3,4,1,3,4,2
869,51,1,1,1,4,4,4,3,4,4,4
870,47,1,1,1,1,1,1,4,3,1,0
871,36,2,2,4,2,2,2,4,4,2,2
872,25,3,5,5,3,3,3,4,4,3,2
873,51,1,1,1,3,5,5,5,5,5,5
874,49,1,1,4,1,2,2,3,2,3,1
875,44,1,1,1,5,5,2,5,2,3,3
876,31,5,5,5,4,4,4,5,4,4,4
877,27,5,5,5,4,4,4,5,5,4,4
878,27,2,2,2,3,3,3,3,5,3,2
879,52,2,2,2,2,5,5,5,5,4,4
880,55,1,1,1,1,1,1,4,3,1,0
881,64,2,2,2,5,3,1,3,1,1,0
882,8,3,3,4,3,3,3,1,3,3,2
883,37,3,5,5,4,4,3,4,3,1,0
884,44,3,3,3,1,1,1,2,2,1,0
885,41,3,3,4,2,2,2,5,4,2,1
886,37,2,2,3,3,3,3,4,4,3,1
887,59,1,1,1,2,4,3,4,3,3,2
888,43,4,4,3,4,4,4,3,4,4,1
889,25,5,5,1,4,4,4,3,4,4,4
890,54,4,4,4,3,4,5,5,5,3,4
891,58,4,4,4,4,4,4,2,4,4,1
892,46,2,2,2,2,2,2,2,4,2,3
893,39,4,2,2,4,4,4,5,2,4,3
894,58,2,3,2,4,5,4,4,4,5,5
895,10,2,4,4,2,2,3,2,2,2,2
896,16,3,1,1,3,3,3,2,4,3,2
897,43,4,4,4,5,1,4,3,4,4,3
898,63,2,2,3,3,5,3,4,3,5,2
899,25,1,1,1,4,4,4,3,5,4,2
900,47,3,3,3,4,4,4,4,4,3,4
901,23,1,1,1,2,2,4,2,1,2,1
902,58,4,2,2,4,3,4,1,4,2,1
903,49,3,3,2,5,5,4,3,4,4,1
904,49,1,1,1,1,3,1,3,1,4,2
905,16,2,3,2,3,1,3,5,5,3,2
906,40,1,1,1,4,4,4,2,1,4,1
907,58,5,4,4,5,5,5,3,4,5,5
908,27,3,3,4,3,3,3,2,4,3,1
909,29,4,4,3,4,4,4,1,4,4,2
910,43,2,2,2,5,2,5,5,5,5,5
911,58,2,2,2,4,5,4,3,4,3,4
912,46,5,5,5,5,5,5,3,2,5,5
913,38,5,5,5,3,5,5,3,5,5,5
914,15,1,1,1,3,1,3,4,5,3,1
915,49,5,1,1,3,1,5,3,5,2,3
916,49,2,5,1,4,3,3,1,3,4,2
917,42,4,3,3,4,5,3,4,3,3,1
918,63,1,5,5,3,3,1,3,1,1,0
919,33,3,4,4,5,5,5,1,5,5,2
920,55,2,3,3,1,3,2,4,2,3,1
921,29,1,1,2,3,3,3,5,5,3,1
922,25,3,3,3,4,1,4,1,2,4,1
923,45,4,5,5,4,4,4,3,4,4,3
924,70,0,0,3,1,1,1,3,2,1,3
925,25,5,5,1,4,4,4,4,4,4,4
926,67,3,3,4,2,3,2,3,2,2,2
927,45,1,1,1,4,5,4,3,4,3,3
928,39,2,2,2,5,4,2,5,2,4,3
929,41,2,4,4,2,3,2,1,2,3,1
930,56,0,0,4,5,4,5,5,5,4,3
931,11,2,2,4,1,1,1,4,3,1,0
932,19,4,5,5,4,4,4,2,3,4,1
933,22,4,3,1,5,5,5,4,5,5,5
934,27,3,3,2,2,2,2,2,3,2,2
935,29,5,5,1,4,4,4,3,5,4,3
936,34,2,2,3,3,3,3,5,4,3,2
937,21,2,2,4,1,1,1,5,4,1,0
938,51,1,2,2,3,3,1,3,1,4,1
939,52,4,4,4,4,4,4,4,4,3,3
940,34,1,0,1,2,2,2,5,4,2,2
941,40,3,2,1,5,3,3,4,3,2,1
942,33,2,1,1,2,2,2,3,4,2,1
943,26,0,0,5,1,1,1,4,2,1,3
944,56,4,4,3,5,3,3,3,3,2,2
945,28,2,2,3,4,3,4,3,5,4,2
946,53,2,2,3,4,4,4,4,2,4,2
947,56,3,3,4,1,1,1,3,4,1,0
948,23,1,1,3,5,3,5,4,3,5,2
949,27,2,5,5,2,2,2,2,3,2,2
950,38,2,3,1,2,2,2,3,2,2,2
951,23,2,2,4,1,1,1,1,4,1,0
952,41,2,5,3,3,3,3,3,5,3,1
953,31,1,1,1,4,4,4,3,4,4,4
954,42,5,5,5,5,5,5,5,5,3,3
955,52,3,3,2,4,1,4,5,4,2,2
956,16,5,3,3,5,5,5,2,5,5,5
957,29,3,3,4,3,3,3,2,2,3,2
958,35,5,5,5,5,4,5,5,5,5,5
959,29,1,1,3,2,2,2,3,5,2,1
960,21,3,3,3,3,3,3,3,4,3,2
961,38,1,3,3,1,1,4,1,2,1,0
962,48,4,4,4,2,5,5,5,5,4,2
963,61,2,2,2,5,5,5,4,4,5,2
964,52,5,5,2,3,4,5,4,5,2,4
965,52,3,3,3,1,1,1,4,4,1,0
966,33,3,3,3,3,3,3,1,3,3,1
967,39,4,2,2,4,4,4,4,4,4,1
968,26,1,2,3,2,4,2,2,5,2,2
969,58,2,2,2,2,4,1,3,1,2,2
970,24,5,4,5,1,1,1,5,5,1,4
971,45,4,4,4,3,4,5,3,5,4,4
972,28,1,1,1,3,3,3,5,4,3,2
973,30,4,4,4,5,5,5,4,5,5,5
974,34,1,1,3,3,3,3,3,3,3,2
975,49,4,4,4,2,3,3,2,3,5,5
976,58,5,5,5,5,4,5,4,5,3,4
977,41,4,4,4,1,3,5,3,5,1,4
978,58,0,0,4,4,5,1,3,1,4,4
979,21,0,0,5,3,3,3,4,5,3,4
980,27,3,3,2,1,1,1,3,2,1,0
981,49,5,4,4,1,4,5,1,5,4,4
982,13,2,2,4,2,2,2,2,3,2,1
983,27,3,3,3,4,4,4,3,4,4,4
984,28,4,4,4,5,5,5,5,4,5,5
985,17,1,1,4,1,2,1,3,4,1,0
986,54,2,2,3,4,4,4,3,3,4,1
987,59,3,3,3,3,3,3,2,2,3,1
988,24,3,3,2,3,3,3,2,5,3,1
989,27,2,2,2,4,4,4,1,5,4,3
990,29,4,2,2,4,4,4,4,2,4,3
991,40,2,2,2,5,4,4,5,4,3,4
992,26,2,2,4,3,3,3,4,3,3,1
993,60,3,3,3,4,5,4,4,4,4,4
994,26,2,2,2,4,4,3,4,5,4,3
995,28,2,2,2,4,4,4,2,5,4,4
996,53,1,2,4,5,1,5,3,5,5,1
997,48,2,3,4,5,5,5,1,2,5,1
998,46,2,3,3,2,4,1,5,1,5,5
999,50,5,5,5,5,5,5,4,5,4,3
1000,27,2,2,1,1,1,1,5,4,1,0
1001,55,2,3,3,3,4,1,3,1,4,1
1002,28,4,3,4,5,5,5,5,4,5,5
1003,56,1,1,3,3,4,3,5,4,3,1
1004,51,5,5,5,4,5,3,3,3,5,5
1005,42,4,5,4,5,4,4,4,4,4,4
1006,21,1,1,2,3,3,3,4,4,3,2
1007,62,4,4,4,4,4,4,2,3,4,1
1008,42,3,5,5,3,3,3,5,3,5,5
1009,8,2,2,4,3,3,3,1,3,3,1
1010,35,4,4,3,2,2,2,2,1,2,2
1011,37,2,2,2,5,1,4,2,4,1,4
1012,69,3,3,3,5,3,1,2,1,3,1
1013,34,1,1,2,1,1,1,5,1,1,0
1014,7,4,4,3,4,1,4,1,4,1,0
1015,20,3,3,4,5,5,5,4,4,5,1
1016,30,2,2,2,2,2,2,5,5,2,3
1017,57,2,1,1,2,4,2,4,2,3,2
1018,12,3,3,4,4,4,4,1,4,4,1
1019,57,3,3,3,2,2,4,5,4,2,3
1020,22,4,1,1,4,5,4,4,4,4,4
1021,29,3,3,3,5,5,5,3,4,5,5
1022,43,5,5,5,2,4,5,3,5,3,3
1023,24,4,4,4,5,4,5,4,5,5,5
1024,52,4,4,4,3,4,4,4,4,5,5
1025,52,1,1,1,3,4,4,3,4,4,3
1026,60,3,5,5,3,3,3,1,4,3,2
1027,45,5,5,5,4,4,3,5,3,3,4
1028,41,4,5,5,5,5,5,1,1,5,5
1029,23,2,2,4,1,1,1,4,4,1,0
1030,23,5,5,1,5,3,5,3,4,3,3
1031,42,4,4,4,5,5,2,3,2,3,1
1032,35,1,1,1,4,2,4,3,5,4,1
1033,37,2,2,2,4,4,4,1,3,4,1
1034,25,4,4,4,4,4,4,1,2,4,3
1035,57,1,5,4,4,2,1,3,1,2,1
1036,51,4,4,1,5,5,5,5,4,5,1
1037,16,3,3,2,3,3,3,4,4,3,1
1038,46,3,3,3,3,3,3,4,4,3,1
1039,9,2,2,4,3,1,3,1,5,3,1
1040,34,2,2,4,2,2,2,2,3,2,2
1041,37,1,1,4,2,2,2,2,3,2,2
1042,54,1,1,2,3,5,2,4,2,3,2
1043,49,4,5,1,2,5,3,5,3,3,2
1044,39,1,1,3,1,1,1,4,4,1,0
1045,70,2,1,4,2,4,1,2,1,3,1
1046,41,2,2,2,2,4,4,4,4,4,3
1047,17,5,5,5,5,3,5,3,5,5,5
1048,21,1,1,4,1,1,1,4,3,1,0
1049,53,2,1,1,5,4,2,1,2,2,2
1050,39,2,2,2,2,5,4,4,4,3,4
1051,55,2,1,1,4,3,2,2,2,3,2
1052,80,4,4,4,4,2,4,4,4,5,5
1053,46,5,5,5,3,5,3,5,3,4,3
1054,18,4,4,4,2,2,2,3,4,2,1
1055,25,3,3,2,3,3,3,4,3,3,2
1056,34,2,3,3,3,3,2,4,2,4,1
1057,15,1,2,1,3,2,3,5,4,3,2
1058,69,1,1,3,1,4,4,4,4,4,1
1059,47,1,1,1,5,4,4,5,4,4,4
1060,69,3,3,2,5,5,5,5,1,5,2
1061,57,1,1,1,5,5,5,4,5,3,3
1062,59,1,1,1,5,5,4,4,4,4,4
1063,18,3,3,3,5,5,5,3,3,5,1
1064,52,2,3,3,4,3,2,4,2,3,2
1065,23,1,1,1,1,1,1,1,3,1,0
1066,47,0,0,3,2,4,4,4,4,5,5
1067,18,3,5,3,5,5,5,4,4,5,5
1068,33,5,5,5,5,2,5,5,5,3,3
1069,47,4,4,4,5,4,4,3,4,5,5
1070,19,3,4,4,3,2,3,1,3,3,2
1071,39,4,4,4,4,4,4,3,4,5,5
1072,45,2,2,2,3,5,4,3,4,4,3
1073,19,2,0,4,1,1,1,5,5,1,0
1074,10,2,3,3,4,4,4,4,4,4,1
1075,33,3,3,3,4,4,4,1,4,4,2
1076,51,3,3,4,3,4,2,4,1,4,2
1077,25,3,0,2,2,2,2,2,3,2,1
1078,50,3,5,5,3,3,3,4,3,2,2
1079,28,1,1,1,5,5,5,3,4,5,5
1080,19,3,3,3,1,1,1,3,4,1,0
1081,35,3,4,5,1,1,1,3,4,1,0
1082,14,4,4,2,5,3,5,4,5,5,5
1083,25,4,4,2,4,2,4,5,4,4,3
1084,59,2,2,3,3,5,2,3,2,5,2
1085,50,2,2,4,3,3,3,2,4,3,1
1086,58,1,2,3,3,3,3,2,2,3,1
1087,58,4,2,2,4,4,4,4,3,4,4
1088,19,3,3,3,2,2,2,3,4,2,1
1089,33,2,2,2,5,4,5,2,5,5,5
1090,43,4,4,4,4,4,4,5,4,3,4
1091,46,3,2,1,5,5,4,3,4,5,2
1092,15,2,2,2,4,4,4,4,1,4,3
1093,48,4,4,4,4,3,4,1,4,3,4
1094,8,4,4,3,3,3,3,3,5,3,3
1095,20,4,4,3,3,3,3,4,4,3,2
1096,17,4,4,3,4,4,4,4,3,4,1
1097,11,1,1,1,4,4,4,4,4,4,4
1098,49,5,5,5,2,4,5,3,5,5,5
1099,45,5,5,5,2,5,5,3,5,3,4
1100,33,1,1,1,3,3,3,3,5,3,2
1101,50,1,1,1,3,5,4,5,4,4,4
1102,22,3,3,4,3,3,3,5,5,3,1
1103,57,5,4,4,5,5,5,4,4,5,5
1104,46,4,3,3,5,3,4,2,4,4,2
1105,13,4,4,3,1,1,1,5,4,1,0
1106,80,1,0,4,2,4,1,3,1,2,1
1107,59,4,4,4,4,4,5,5,5,5,5
1108,20,3,3,3,2,5,2,4,3,2,1
1109,30,4,4,4,3,3,3,1,2,3,1
1110,34,1,1,1,5,4,3,4,3,3,3
1111,14,1,1,3,3,3,3,4,4,3,1
1112,39,3,3,3,5,5,4,5,3,5,5
1113,26,5,5,4,2,2,2,3,4,2,3
1114,41,2,1,1,5,3,2,3,2,4,1
1115,33,3,2,5,5,5,5,5,5,5,1
1116,36,3,1,1,2,3,3,1,3,1,0
1117,28,3,3,4,3,3,3,4,4,3,1
1118,58,4,3,4,4,4,4,5,4,5,5
1119,23,1,1,1,3,3,3,3,3,3,4
1120,36,2,2,2,3,2,2,1,2,2,1
1121,44,3,3,3,3,5,4,3,4,5,5
1122,42,3,3,2,5,5,5,4,5,5,1
1123,18,5,5,5,4,4,4,3,5,4,4
1124,53,3,3,4,4,4,4,3,3,4,2
1125,69,4,4,3,3,5,3,4,3,3,4
1126,47,2,2,1,4,4,3,3,3,3,1
1127,40,4,2,2,2,3,4,3,4,4,1
1128,35,4,4,4,4,2,5,5,5,4,3
1129,35,2,1,1,3,3,3,3,2,3,1
1130,26,0,0,5,2,1,2,4,5,2,3
1131,24,2,2,2,5,5,5,3,4,5,5
1132,51,4,4,4,5,3,5,3,5,3,3
1133,27,2,2,4,3,2,3,5,5,3,2
1134,54,5,5,5,2,5,3,5,3,3,3
1135,46,3,2,2,4,4,3,4,3,2,1
1136,70,3,3,4,2,5,1,3,1,3,2
1137,64,1,1,3,1,1,1,2,4,1,0
1138,59,4,4,3,5,5,5,3,4,5,2
1139,34,1,4,1,1,5,5,1,5,2,4
1140,60,2,2,2,3,5,5,3,5,4,1
1141,57,2,1,1,4,3,3,1,3,2,1
1142,47,4,4,4,3,4,5,5,5,5,5
1143,29,0,1,3,1,1,1,5,2,1,4
1144,24,1,5,3,1,1,1,4,3,1,0
1145,55,4,4,4,3,4,3,4,3,3,4
1146,26,4,3,3,1,1,1,2,4,1,0
1147,27,3,3,3,4,4,4,4,1,4,4
1148,42,2,2,2,3,2,4,5,4,4,4
1149,46,3,2,3,2,5,3,3,3,4,3
1150,44,1,1,1,5,4,4,4,4,4,3
1151,63,3,3,1,3,5,3,5,4,3,1
